time(s),face,x,y,z
128.71543836593628,EU,0.721779,-0.458246,0.518725
128.95419239997864,EU,0.722912,-0.45462,0.520485
129.22990703582764,EU,0.722038,-0.453594,0.522462
129.4817671775818,EU,0.72789,-0.427805,0.536009
129.7447452545166,EU,0.732171,-0.408207,0.545252
129.98961353302002,EU,0.737291,-0.39052,0.551389
130.2353584766388,EU,0.731352,-0.399319,0.552989
130.4910957813263,EU,0.726904,-0.408572,0.552097
130.77786087989807,EU,0.721936,-0.415773,0.553304
131.01276516914368,EU,0.718222,-0.423466,0.552227
131.24852323532104,EU,0.716812,-0.426488,0.551811
131.49826169013977,EU,0.716673,-0.426098,0.552181
131.74605464935303,EU,0.716937,-0.429072,0.549535
134.42500352859497,EU,0.714335,-0.437,0.546745
134.6827371120453,EU,0.701004,-0.454202,0.549841
134.91149973869324,EU,0.700906,-0.458681,0.546375
135.15324926376343,EU,0.700083,-0.467636,0.539687
135.3930003643036,EU,0.699868,-0.474625,0.533871
135.63175630569458,EU,0.69897,-0.483882,0.526761
135.8715057373047,EU,0.700371,-0.482536,0.525947
136.1052656173706,EU,0.701862,-0.482528,0.524078
136.34202313423157,EU,0.703169,-0.481585,0.523106
136.59475708007812,EU,0.704311,-0.469603,0.532503
136.97555208206177,EU,0.710784,-0.441572,0.547589
137.23228335380554,EU,0.717289,-0.420175,0.55599
137.4810254573822,EU,0.709817,-0.434524,0.554492
137.7281174659729,EU,0.704871,-0.448034,0.550004
137.98223686218262,EU,0.702236,-0.46205,0.541627
138.24496579170227,EU,0.701563,-0.474903,0.531326
138.4820876121521,EU,0.702624,-0.485497,0.520174
138.71999049186707,EU,0.702758,-0.496619,0.509366
138.95574641227722,EU,0.705543,-0.501339,0.50078
139.22283387184143,EU,0.711077,-0.488372,0.505853
139.460595369339,EU,0.713808,-0.481491,0.508513
139.7253134250641,EU,0.718124,-0.456876,0.52485
139.96108436584473,EU,0.722658,-0.435945,0.536336
140.2018337249756,EU,0.72593,-0.419627,0.544971
140.43258213996887,EU,0.726878,-0.411711,0.549774
140.66534328460693,EU,0.721564,-0.428131,0.54403
140.89909863471985,EU,0.716008,-0.441888,0.540323
141.1398491859436,EU,0.712597,-0.45771,0.531683
141.36864066123962,EU,0.711896,-0.46752,0.524074
141.60941648483276,EU,0.712568,-0.476378,0.5152
141.85516095161438,EU,0.7139,-0.483412,0.506639
153.25413846969604,VN,0.132505,-0.991119,0.01229
154.4115526676178,VN,0.135685,-0.990649,0.013367
154.74429631233215,VN,0.043612,-0.999063,0.004941
155.00126481056213,VN,-0.013095,-0.999841,-0.010917
155.29296493530273,VN,-0.051595,-0.998291,-0.029773
155.60080242156982,VN,-0.083124,-0.994968,-0.055984
155.90666270256042,VN,-0.103419,-0.991252,-0.081904
156.13742518424988,VN,-0.111196,-0.988894,-0.099232
156.396155834198,VN,-0.115942,-0.98631,-0.116761
156.62492036819458,VN,-0.117696,-0.982948,-0.141317
156.86566996574402,VN,-0.095023,-0.987817,-0.123772
157.0984287261963,VN,-0.054362,-0.993847,-0.096685
157.33126211166382,VN,-0.021423,-0.996995,-0.074794
157.5620515346527,VN,-0.011668,-0.997861,-0.06448
157.83283495903015,VN,-0.032151,-0.997442,-0.063948
158.06659650802612,VN,-0.045178,-0.996867,-0.065414
158.33133506774902,VN,-0.053938,-0.996314,-0.067321
158.62103700637817,VN,-0.076132,-0.994183,-0.075842
158.8658583164215,VN,-0.089904,-0.992443,-0.083805
159.09899830818176,VN,-0.095593,-0.991284,-0.090618
159.33275628089905,VN,-0.099109,-0.990495,-0.095616
159.57662987709045,VN,-0.104521,-0.989032,-0.104484
159.80838704109192,VN,-0.102773,-0.989041,-0.106072
160.05213522911072,VN,-0.097424,-0.989712,-0.104254
160.30292558670044,VN,-0.062108,-0.994825,-0.080332
160.5386781692505,VN,-0.032457,-0.997602,-0.061298
160.78363132476807,VN,-0.006153,-0.999042,-0.044837
161.01291060447693,VN,-0.012976,-0.999181,-0.03974
161.24067449569702,VN,-0.04265,-0.997854,-0.051401
161.49141550064087,VN,-0.073798,-0.995087,-0.065557
162.71370482444763,VN,-0.125063,-0.979989,-0.154761
162.94460558891296,VN,-0.118777,-0.979322,-0.163815
163.17836380004883,VN,-0.106522,-0.981549,-0.158915
163.4181170463562,VN,-0.072964,-0.98829,-0.133923
163.799720287323,VN,-0.039275,-0.992963,-0.111549
164.03456664085388,VN,0.003527,-0.996842,-0.079414
164.29335403442383,VN,0.01612,-0.997614,-0.066676
164.52711868286133,VN,-0.005959,-0.997652,-0.067891
164.82285451889038,VN,-0.027979,-0.996904,-0.073156
165.0586326122284,VN,-0.047411,-0.995549,-0.080711
165.30038118362427,VN,-0.064504,-0.99375,-0.090974
165.57936596870422,VN,-0.08145,-0.991262,-0.103723
165.86212682724,VN,-0.096397,-0.98777,-0.122897
166.11002230644226,VN,-0.094482,-0.987084,-0.129926
166.3577699661255,VN,-0.090947,-0.986463,-0.136035
166.59552526474,VN,-0.098689,-0.983981,-0.148354
166.86024451255798,VN,-0.085823,-0.98648,-0.139459
167.0979986190796,VN,-0.045813,-0.992697,-0.111487
167.36572456359863,VN,-0.009695,-0.996178,-0.086389
167.60247802734375,VN,0.016858,-0.997445,-0.069055
167.84422636032104,VN,0.012999,-0.998202,-0.058574
168.0789830684662,VN,-0.011731,-0.998237,-0.05841
168.32073307037354,VN,-0.043376,-0.996707,-0.068224
168.56876611709595,VN,-0.056015,-0.995678,-0.073501
168.81681489944458,VN,-0.063362,-0.995041,-0.076237
169.07254934310913,VN,-0.070893,-0.994409,-0.078443
169.3402717113495,VN,-0.077724,-0.993637,-0.081134
169.57103204727173,VN,-0.080846,-0.993091,-0.084635
169.84077763557434,VN,-0.080818,-0.993019,-0.086064
170.0795328617096,VN,-0.075955,-0.993691,-0.08226
170.33326864242554,VN,-0.08743,-0.992102,-0.089674
170.56402850151062,VN,-0.082822,-0.992959,-0.084606
170.80178260803223,VN,-0.024806,-0.998462,-0.048975
171.05152463912964,VN,0.001621,-0.999509,-0.032589
171.2842833995819,VN,0.001014,-0.999707,-0.024713
171.5190393924713,VN,-0.022058,-0.999224,-0.031412
171.7737753391266,VN,-0.046719,-0.998256,-0.03669
172.05648279190063,VN,-0.061683,-0.997305,-0.041214
172.29323887825012,VN,-0.080343,-0.99536,-0.052896
172.53798532485962,VN,-0.08536,-0.994983,-0.05266
172.7757384777069,VN,-0.09427,-0.993311,-0.066942
173.01349306106567,VN,-0.088722,-0.993746,-0.067881
173.28121542930603,VN,-0.061657,-0.99636,-0.060121
173.51697039604187,VN,-0.027885,-0.998722,-0.043537
173.77008056640625,VN,-0.004205,-0.999441,-0.031992
174.0108289718628,VN,0.016277,-0.99961,-0.023372
174.24675130844116,VN,0.001361,-0.999787,-0.022702
174.4845049381256,VN,-0.033268,-0.998961,-0.031521
174.78724479675293,VN,-0.092634,-0.993412,-0.067461
175.0342059135437,VN,-0.124886,-0.987018,-0.101088
175.31092238426208,VN,-0.136867,-0.982288,-0.128244
175.55079674720764,VN,-0.13105,-0.980795,-0.144205
175.78083729743958,VN,-0.122349,-0.98103,-0.150302
176.01859498023987,VN,-0.10013,-0.985421,-0.137462
176.24863481521606,VN,-0.062802,-0.991388,-0.11497
176.4895441532135,VN,-0.031227,-0.994917,-0.095351
176.72829461097717,VN,-0.003469,-0.996924,-0.078005
176.97506999969482,VN,0.012741,-0.997711,-0.066357
177.2088921070099,VN,0.001244,-0.998042,-0.062855
177.44997239112854,VN,-0.027142,-0.997304,-0.068208
177.73988914489746,VN,-0.055479,-0.994953,-0.083457
177.98486423492432,VN,-0.069217,-0.993239,-0.093136
178.21968126296997,VN,-0.084268,-0.990858,-0.104635
178.45543551445007,VN,-0.082972,-0.990533,-0.109247
178.75928330421448,VN,-0.078061,-0.990656,-0.11198
178.99503898620605,VN,-0.083332,-0.989246,-0.120016
179.22692012786865,VN,-0.092002,-0.987004,-0.131715
179.46067357063293,VN,-0.090769,-0.986785,-0.134358
180.71878719329834,VN,0.025708,-0.998655,-0.044606
180.95553970336914,VN,-0.006096,-0.998846,-0.046754
188.7137529850006,NZ,-0.913348,-0.404468,0.048197
189.09245467185974,NZ,-0.914882,-0.400824,0.05039
189.39513993263245,NZ,-0.917598,-0.394141,0.053353
190.80967473983765,NZ,-0.989501,-0.144118,-0.016376
191.13433933258057,NZ,-0.992093,-0.100707,-0.076313
191.4422435760498,NZ,-0.990218,-0.115536,-0.079452
191.7580759525299,NZ,-0.985831,-0.158465,-0.056616
192.03778862953186,NZ,-0.978783,-0.202916,-0.029854
192.27554082870483,NZ,-0.976655,-0.214144,-0.020487
192.52936720848083,NZ,-0.981974,-0.186786,-0.030845
192.78041648864746,NZ,-0.986805,-0.154004,-0.050713
193.04714035987854,NZ,-0.988058,-0.137926,-0.069091
193.28993582725525,NZ,-0.98839,-0.123878,-0.088325
193.57064533233643,NZ,-0.98727,-0.115256,-0.110584
193.81954836845398,NZ,-0.985651,-0.103444,-0.134167
194.09843015670776,NZ,-0.983159,-0.112208,-0.144087
194.33218550682068,NZ,-0.981263,-0.121653,-0.149671
194.57693243026733,NZ,-0.980639,-0.150324,-0.125129
194.81293725967407,NZ,-0.977912,-0.18402,-0.098699
195.05173659324646,NZ,-0.974429,-0.210966,-0.076785
195.3115689754486,NZ,-0.971548,-0.229442,-0.058726
195.5425419807434,NZ,-0.974751,-0.214737,-0.060914
195.79251670837402,NZ,-0.979916,-0.185475,-0.072745
196.03642797470093,NZ,-0.983083,-0.157638,-0.093466
196.27118039131165,NZ,-0.983966,-0.13445,-0.117296
196.6018843650818,NZ,-0.981908,-0.120951,-0.145577
196.83969855308533,NZ,-0.978171,-0.127421,-0.164094
197.07046127319336,NZ,-0.975538,-0.132922,-0.174453
197.30222296714783,NZ,-0.973099,-0.152476,-0.172264
197.56532382965088,NZ,-0.97153,-0.18705,-0.144947
197.79914212226868,NZ,-0.968748,-0.220246,-0.112973
198.05887484550476,NZ,-0.965073,-0.246553,-0.088438
198.29774570465088,NZ,-0.962563,-0.261581,-0.071077
198.54049634933472,NZ,-0.970102,-0.230909,-0.074175
198.79030990600586,NZ,-0.97636,-0.199982,-0.081626
199.02718830108643,NZ,-0.979389,-0.180328,-0.089957
199.26394653320312,NZ,-0.97958,-0.171188,-0.105017
199.51567673683167,NZ,-0.98125,-0.148557,-0.122306
199.79567122459412,NZ,-0.980419,-0.14229,-0.135812
200.03043150901794,NZ,-0.97799,-0.149323,-0.145519
200.266184091568,NZ,-0.979065,-0.142642,-0.144629
200.49994373321533,NZ,-0.976838,-0.162688,-0.138165
200.7548487186432,NZ,-0.974772,-0.196566,-0.10491
200.98660969734192,NZ,-0.970995,-0.226471,-0.075866
201.23035860061646,NZ,-0.966663,-0.250004,-0.053554
201.4671437740326,NZ,-0.960158,-0.27667,-0.037108
202.67497396469116,NZ,-0.98197,-0.182836,-0.047047
202.92469811439514,NZ,-0.984595,-0.167534,-0.04845
203.16046786308289,NZ,-0.984878,-0.165659,-0.050357
203.4052004814148,NZ,-0.980932,-0.19078,-0.033696
203.6449534893036,NZ,-0.975843,-0.217311,-0.018174
203.91267824172974,NZ,-0.96951,-0.244736,-0.003658
204.1579737663269,NZ,-0.9716,-0.236273,-0.00229
204.38973116874695,NZ,-0.982036,-0.187792,-0.017322
204.6304817199707,NZ,-0.988435,-0.143418,-0.048012
204.92018461227417,NZ,-0.989801,-0.123056,-0.07137
205.15609669685364,NZ,-0.988473,-0.110541,-0.103024
205.38820052146912,NZ,-0.987139,-0.12604,-0.098151
205.63698863983154,NZ,-0.984207,-0.160594,-0.074124
205.8958809375763,NZ,-0.979122,-0.195595,-0.054051
206.17469906806946,NZ,-0.972475,-0.229514,-0.03849
206.41949343681335,NZ,-0.969389,-0.243975,-0.024132
206.66656637191772,NZ,-0.977369,-0.209217,-0.030998
206.9093108177185,NZ,-0.982067,-0.182226,-0.049289
207.2199900150299,NZ,-0.986226,-0.147191,-0.07558
207.503821849823,NZ,-0.986336,-0.133241,-0.096499
207.7387146949768,NZ,-0.984821,-0.141625,-0.100046
207.98746514320374,NZ,-0.981075,-0.176242,-0.080867
208.23020768165588,NZ,-0.975298,-0.211711,-0.063572
208.47503805160522,NZ,-0.97128,-0.233172,-0.046202
208.728773355484,NZ,-0.973126,-0.226337,-0.042865
208.96552801132202,NZ,-0.978417,-0.198354,-0.057664
209.23624968528748,NZ,-0.982223,-0.171336,-0.076794
209.49797701835632,NZ,-0.98408,-0.139331,-0.110454
209.77170181274414,NZ,-0.98271,-0.135574,-0.12637
210.01651549339294,NZ,-0.981349,-0.152447,-0.117916
210.26360607147217,NZ,-0.977315,-0.190514,-0.09301
210.5033609867096,NZ,-0.972633,-0.221196,-0.072717
210.73312139511108,NZ,-0.967497,-0.247093,-0.05519
210.97987270355225,NZ,-0.962916,-0.266454,-0.043219
211.21271276474,NZ,-0.966532,-0.252124,-0.049063
211.4424750804901,NZ,-0.974522,-0.2169,-0.058033
211.70920062065125,NZ,-0.981465,-0.181276,-0.062916
212.01813292503357,NZ,-0.979177,-0.185891,-0.082972
212.25242471694946,NZ,-0.981536,-0.161724,-0.103159
212.49417662620544,NZ,-0.981688,-0.142191,-0.127553
212.72593641281128,NZ,-0.98062,-0.124817,-0.15177
212.9606912136078,NZ,-0.97611,-0.126363,-0.177295
213.19764304161072,NZ,-0.974707,-0.13037,-0.182283
213.44239044189453,NZ,-0.97792,-0.155489,-0.140077
213.67422437667847,NZ,-0.976036,-0.189466,-0.108126
213.9748408794403,NZ,-0.971563,-0.222972,-0.079961
214.24056243896484,NZ,-0.967015,-0.249789,-0.050141
214.4733259677887,NZ,-0.964379,-0.261274,-0.042283
214.76125645637512,NZ,-0.975164,-0.218347,-0.038492
215.01099586486816,NZ,-0.985299,-0.155023,-0.072918
215.35588097572327,NZ,-0.98635,-0.133695,-0.097061
215.59085392951965,NZ,-0.984389,-0.107903,-0.138868
215.82860565185547,NZ,-0.984123,-0.108996,-0.140081
216.06336498260498,NZ,-0.983287,-0.144762,-0.110516
223.08597803115845,TA,-0.910194,0.407322,0.07572
223.4026460647583,TA,-0.909305,0.409114,0.076646
223.64139890670776,TA,-0.90874,0.410292,0.077049
223.89014339447021,TA,-0.908202,0.411404,0.077685
224.17484855651855,TA,-0.90773,0.412238,0.078128
224.41060328483582,TA,-0.885093,0.459583,0.073481
224.6523540019989,TA,-0.85355,0.518398,0.053045
224.8841142654419,TA,-0.821328,0.570221,0.019179
225.1218650341034,TA,-0.795545,0.605485,-0.022049
225.36061787605286,TA,-0.777426,0.625604,-0.065958
225.6053659915924,TA,-0.773055,0.628063,-0.089175
225.84911441802979,TA,-0.79752,0.599533,-0.068341
226.08594512939453,TA,-0.820515,0.569786,-0.046951
226.3238501548767,TA,-0.837288,0.545949,-0.030096
226.57059812545776,TA,-0.835936,0.547962,-0.031828
226.8083484172821,TA,-0.830107,0.556189,-0.038626
227.0442397594452,TA,-0.822674,0.566312,-0.04928
227.28915524482727,TA,-0.817513,0.572601,-0.060073
227.52091455459595,TA,-0.816244,0.573928,-0.066645
227.75567364692688,TA,-0.814787,0.574909,-0.073856
228.07280945777893,TA,-0.809939,0.579952,-0.086116
228.3068232536316,TA,-0.808684,0.580246,-0.095902
228.57894682884216,TA,-0.822271,0.563292,-0.079922
228.81379055976868,TA,-0.840838,0.538228,-0.055953
229.05654168128967,TA,-0.855802,0.516079,-0.035831
229.29229712486267,TA,-0.866495,0.498643,-0.020384
229.52716255187988,TA,-0.861833,0.506785,-0.016149
229.83184385299683,TA,-0.851893,0.523368,-0.016748
230.06360483169556,TA,-0.832173,0.553441,-0.03268
230.29736351966858,TA,-0.820218,0.570293,-0.042988
230.53544569015503,TA,-0.814593,0.577721,-0.050963
230.77136516571045,TA,-0.819463,0.571101,-0.045571
231.00711941719055,TA,-0.837624,0.545624,-0.02404
231.257009267807,TA,-0.852791,0.522176,-0.005011
231.49193334579468,TA,-0.864161,0.503037,0.01044
231.7246925830841,TA,-0.856066,0.516567,0.011035
231.9894163608551,TA,-0.8377,0.545992,-0.001888
232.22517108917236,TA,-0.818398,0.574097,-0.020948
232.4659252166748,TA,-0.804656,0.592144,-0.040323
232.70767498016357,TA,-0.796797,0.601584,-0.056106
232.94642686843872,TA,-0.79441,0.603663,-0.065687
233.20233011245728,TA,-0.800539,0.595857,-0.062804
233.43431901931763,TA,-0.820165,0.570576,-0.038992
234.42890119552612,TA,-0.836308,0.547676,-0.018223
234.66291618347168,TA,-0.832748,0.553582,0.000806
234.91265535354614,TA,-0.811976,0.583017,-0.022983
235.1544063091278,TA,-0.798535,0.600346,-0.043951
235.40915846824646,TA,-0.781709,0.616627,-0.091768
235.657066822052,TA,-0.776476,0.619063,-0.117198
235.90780425071716,TA,-0.78001,0.612292,-0.128679
236.15155291557312,TA,-0.784528,0.606804,-0.127448
236.38630986213684,TA,-0.808126,0.580599,-0.098541
236.62106561660767,TA,-0.826824,0.557453,-0.073586
236.86481428146362,TA,-0.841275,0.537915,-0.05425
237.10556483268738,TA,-0.830716,0.553467,-0.059988
237.34132027626038,TA,-0.812082,0.577298,-0.08521
237.64429020881653,TA,-0.799999,0.58982,-0.110081
237.88537859916687,TA,-0.790368,0.595884,-0.142427
238.11752581596375,TA,-0.789296,0.593554,-0.15711
238.3612937927246,TA,-0.796658,0.583943,-0.156378
238.63026404380798,TA,-0.813788,0.565726,-0.133422
238.86901664733887,TA,-0.834843,0.54088,-0.102429
239.15671920776367,TA,-0.851539,0.518881,-0.075778
239.3884756565094,TA,-0.866555,0.496731,-0.049594
239.64026165008545,TA,-0.872638,0.487371,-0.03341
239.9231767654419,TA,-0.85779,0.51269,-0.037014
240.17523908615112,TA,-0.836333,0.545826,-0.05115
240.4351270198822,TA,-0.819643,0.568293,-0.07256
240.66831159591675,TA,-0.805486,0.585197,-0.093826
240.94220805168152,TA,-0.797404,0.592714,-0.113962
241.18894910812378,TA,-0.795934,0.59199,-0.126965
241.42470479011536,TA,-0.80073,0.58555,-0.126929
241.69842505455017,TA,-0.808259,0.577957,-0.112987
241.9441704750061,TA,-0.83344,0.547559,-0.075213
242.19490766525269,TA,-0.849474,0.525478,-0.048986
242.45264101028442,TA,-0.863977,0.503297,-0.023163
242.6814067363739,TA,-0.873141,0.487678,-0.005562
242.92715191841125,TA,-0.868115,0.496552,0.004089
243.19087767601013,TA,-0.847639,0.530685,-0.004736
243.44860982894897,TA,-0.816213,0.576838,-0.034649
244.73052501678467,TA,-0.782704,0.60846,-0.131654
244.98625993728638,TA,-0.809803,0.579101,-0.094914
245.2220184803009,TA,-0.829286,0.555228,-0.065325
245.47075748443604,TA,-0.844079,0.534674,-0.041546
245.78143882751465,TA,-0.857788,0.513791,-0.018628
246.02718496322632,TA,-0.851488,0.524524,-0.013073
246.3019003868103,TA,-0.831663,0.554816,-0.025741
246.53888130187988,TA,-0.806876,0.58808,-0.058605
246.78382658958435,TA,-0.798172,0.597592,-0.076876
247.0216624736786,TA,-0.790812,0.604317,-0.097395
247.2604787349701,TA,-0.785687,0.607506,-0.117349
247.49336552619934,TA,-0.783801,0.606504,-0.134039
247.76408219337463,TA,-0.798534,0.590117,-0.1189
248.00200939178467,TA,-0.818961,0.5663,-0.09253
248.2578673362732,TA,-0.837587,0.54227,-0.067017
248.48763012886047,TA,-0.851066,0.522974,-0.046993
248.72638511657715,TA,-0.861566,0.506903,-0.02967
248.97516298294067,TA,-0.852229,0.522515,-0.02945
249.21091532707214,TA,-0.84114,0.53957,-0.036422
249.4646544456482,TA,-0.830976,0.55414,-0.048517
